order_id,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order,morning_order,date_ordered
457288,82519,prior,14,4,16,12,no,2025-01-13
3184525,197585,prior,10,2,14,7,no,2025-01-08
1128319,62139,prior,12,0,09,13,yes,2025-01-14
1309633,154001,prior,63,1,20,1,no,2025-01-02
21076,186233,prior,22,6,16,6,no,2025-01-07
1112828,13502,prior,13,1,22,8,no,2025-01-09
3069716,75876,prior,15,0,07,1,yes,2025-01-02
2120875,40208,prior,17,0,11,5,no,2025-01-06
1269900,200597,prior,17,4,21,10,no,2025-01-11
957773,122051,prior,21,4,09,9,yes,2025-01-10
962766,107253,prior,15,2,06,2,yes,2025-01-03
574369,201845,prior,32,4,12,3,no,2025-01-04
938134,154880,prior,18,3,10,14,yes,2025-01-15
2939553,64375,prior,25,1,16,3,no,2025-01-04
1039568,190992,prior,43,0,12,6,no,2025-01-07
374222,99681,prior,5,2,14,10,no,2025-01-11
184699,108549,prior,11,5,16,28,no,2025-01-29
1776058,56234,prior,24,0,20,7,no,2025-01-08
3313948,169971,prior,12,0,09,29,yes,2025-01-30
345237,151055,prior,27,1,09,14,yes,2025-01-15
1491693,115863,prior,19,2,16,6,no,2025-01-07
1902201,97013,prior,22,5,15,4,no,2025-01-05
1243875,152177,prior,27,2,16,8,no,2025-01-09
179254,119632,prior,10,5,17,3,no,2025-01-04
1483303,13096,prior,4,6,16,7,no,2025-01-08
586704,80169,prior,2,6,15,30,no,2025-01-31
2510982,93869,prior,11,0,10,7,yes,2025-01-08
1163560,116921,test,8,1,21,30,no,2025-01-31
565280,103819,prior,3,6,21,1,no,2025-01-02
1032120,69483,prior,36,4,12,3,no,2025-01-04
540346,19829,train,84,0,13,4,no,2025-01-05
1373637,92541,prior,13,6,03,7,no,2025-01-08
641672,6956,prior,34,2,01,5,no,2025-01-06
2454244,32889,prior,49,6,12,11,no,2025-01-12
1632059,204655,prior,29,2,10,3,yes,2025-01-04
700852,168228,prior,5,0,07,30,yes,2025-01-31
1243536,135193,prior,77,5,09,11,yes,2025-01-12
2434268,183330,test,4,1,08,12,yes,2025-01-13
1300618,192931,prior,28,2,13,6,no,2025-01-07
1818544,82371,prior,30,2,11,0,no,2025-01-01
2652007,110237,prior,40,5,08,6,yes,2025-01-07
923959,44047,prior,16,6,21,12,no,2025-01-13
958762,61656,prior,11,4,08,3,yes,2025-01-04
303639,96192,prior,19,4,08,1,yes,2025-01-02
2973085,19991,prior,5,6,15,7,no,2025-01-08
491134,156708,prior,25,5,15,2,no,2025-01-03
3216542,425,prior,2,0,19,4,no,2025-01-05
2359150,52181,test,13,5,17,5,no,2025-01-06
707441,69922,prior,55,3,15,13,no,2025-01-14
2723357,156205,prior,6,1,09,1,yes,2025-01-02
2127815,183606,prior,15,1,10,30,yes,2025-01-31
2405279,136421,prior,37,3,17,2,no,2025-01-03
1693857,164454,prior,11,2,09,13,yes,2025-01-14
1374517,63556,prior,12,3,12,4,no,2025-01-05
3044565,173603,prior,47,4,17,4,no,2025-01-05
2829084,133066,prior,6,6,21,1,no,2025-01-02
1252956,132649,prior,7,3,17,7,no,2025-01-08
2353757,114242,prior,18,3,12,4,no,2025-01-05
1629947,164103,prior,12,3,10,6,yes,2025-01-07
1375120,175028,prior,49,3,07,14,yes,2025-01-15
608972,198709,prior,70,6,09,1,yes,2025-01-02
3343817,118488,prior,15,0,10,7,yes,2025-01-08
105091,83680,prior,38,3,06,7,yes,2025-01-08
1452791,143658,prior,4,1,15,30,no,2025-01-31
2365125,164381,prior,3,3,19,30,no,2025-01-31
2964961,136545,prior,7,5,10,4,yes,2025-01-05
1210652,5936,prior,16,3,12,18,no,2025-01-19
3357391,111261,prior,2,5,12,11,no,2025-01-12
2215892,133648,prior,7,4,10,6,yes,2025-01-07
2780187,165592,prior,4,0,11,21,no,2025-01-22
1824191,33866,prior,2,6,20,30,no,2025-01-31
3038840,11950,prior,18,5,10,1,yes,2025-01-02
3195902,1667,prior,4,2,07,30,yes,2025-01-31
1167761,64971,prior,15,5,22,30,no,2025-01-31
2207061,47705,train,8,0,13,22,no,2025-01-23
1494414,21128,prior,3,3,08,14,yes,2025-01-15
3180702,1812,prior,13,1,21,15,no,2025-01-16
2988625,111946,prior,12,5,17,10,no,2025-01-11
3250498,53753,test,9,3,13,2,no,2025-01-03
2784304,37944,prior,32,2,17,15,no,2025-01-16
3120189,76961,prior,4,4,09,4,yes,2025-01-05
2491815,126236,prior,22,0,13,7,no,2025-01-08
3276939,121659,prior,30,2,22,10,no,2025-01-11
2677441,138170,prior,3,3,13,30,no,2025-01-31
2016900,92173,prior,58,1,17,15,no,2025-01-16
2604035,62929,prior,7,6,12,10,no,2025-01-11
2068729,6772,prior,2,4,16,3,no,2025-01-04
3135033,772,prior,3,6,16,2,no,2025-01-03
854708,46304,prior,5,2,16,30,no,2025-01-31
2686527,37801,prior,3,0,11,9,no,2025-01-10
1884489,40255,prior,23,0,23,10,no,2025-01-11
2907216,90876,prior,4,6,16,7,no,2025-01-08
1223461,99761,prior,27,3,19,2,no,2025-01-03
1966434,155244,prior,11,4,15,2,no,2025-01-03
7374,143878,prior,7,2,19,5,no,2025-01-06
582422,157423,prior,4,2,12,6,no,2025-01-07
1112240,27269,prior,11,1,09,7,yes,2025-01-08
1023842,99631,prior,2,2,09,1,yes,2025-01-02
2871256,197624,test,6,6,10,30,yes,2025-01-31
2618683,132703,prior,42,1,13,8,no,2025-01-09
391864,1695,prior,12,0,17,30,no,2025-01-31
1517392,189207,prior,50,0,20,2,no,2025-01-03
2002143,203428,prior,10,3,13,7,no,2025-01-08
2712022,98339,prior,5,1,09,16,yes,2025-01-17
645029,39475,prior,39,6,18,7,no,2025-01-08
2619804,144654,prior,16,4,23,9,no,2025-01-10
2389914,104601,prior,37,0,14,3,no,2025-01-04
2825511,128559,prior,2,0,17,0,no,2025-01-01
1472727,145051,prior,3,0,18,20,no,2025-01-21
800018,156428,prior,8,5,14,2,no,2025-01-03
2212555,71701,prior,9,5,11,17,no,2025-01-18
1407617,49695,prior,31,3,13,0,no,2025-01-01
